contest-tmp2m-14d__tmp2m,index
26.593511252738185,375894
26.756190825993176,375895
26.756178389215748,375896
26.736836853917243,375897
26.66034925400167,375898
26.175130379576277,375899
25.840937108775233,375900
25.513031668598025,375901
25.038264419189773,375902
24.791620335058006,375903
24.535640337061253,375904
24.364462592459184,375905
24.12072801311482,375906
24.278092689597546,375907
23.927295903656894,375908
23.73192297845971,375909
23.555830835096167,375910
22.94848571451005,375911
22.25521883572243,375912
21.774309151018276,375913
21.42813490341432,375914
20.9560794393247,375915
20.162177050072096,375916
28.696057317253516,375917
28.616735375811217,375918
28.625932065606158,375919
28.703975236980448,375920
28.66020517385187,375921
28.537945206631395,375922
28.452502269732662,375923
28.152590604626422,375924
28.00009091049234,375925
28.08530772849861,375926
28.2434450079738,375927
28.656227867770856,375928
28.442880193363933,375929
28.24329541982414,375930
28.087418011834828,375931
27.97792231904913,375932
27.677765292457096,375933
27.382635686398213,375934
27.121645217228853,375935
26.772795651109963,375936
26.565424734281272,375937
26.477789844440927,375938
26.225524581916428,375939
26.172922441725806,375940
25.962589548174122,375941
25.743604104265902,375942
25.85883607013601,375943
25.844865077777108,375944
25.85537315446259,375945
25.789639749905582,375946
25.705590495307682,375947
25.764164968164224,375948
25.92815677388595,375949
26.25831667647183,375950
26.518166379710266,375951
26.45354298814417,375952
26.39090267549256,375953
26.06837313154329,375954
26.239681026983007,375955
26.343006534184937,375956
26.30154140245643,375957
26.205347168100914,375958
26.12118862334845,375959
25.751541004080703,375960
25.412620809155055,375961
25.08181566861324,375962
24.662062241384927,375963
24.30338816963575,375964
24.028239573511254,375965
23.76720245747259,375966
23.58136313568872,375967
23.85021758807064,375968
23.71304002216864,375969
23.46398041478666,375970
23.341875255302487,375971
22.759751968544894,375972
22.27228418759353,375973
21.826450870301613,375974
21.483081357356603,375975
20.950417256940092,375976
20.17051770117742,375977
28.634545257148012,375978
28.473469335805646,375979
28.46997156647579,375980
28.543014324310874,375981
28.50644208118282,375982
28.191829854624174,375983
27.926016098218856,375984
27.75106852308976,375985
27.776054518166415,375986
27.89626468030835,375987
27.959255712722264,375988
28.331170555003833,375989
28.143972029656922,375990
27.90936410101303,375991
27.88187196553492,375992
27.781878402720224,375993
27.497199541006996,375994
27.073004059584495,375995
26.827470856070597,375996
26.46123550942768,375997
26.527624924606556,375998
26.155999741635856,375999
25.907887728542224,376000
25.95838781934758,376001
25.793869242965265,376002
25.615463977735683,376003
25.526993809714842,376004
25.73066890175539,376005
25.52413520402172,376006
25.498007966966547,376007
25.517197331231237,376008
25.625953345656473,376009
25.682542667905157,376010
25.915695467062324,376011
26.254999472863595,376012
26.157751845519126,376013
26.04378807145117,376014
25.733081158059697,376015
25.8571601198152,376016
25.995663576205878,376017
25.97697760099156,376018
25.75645968450293,376019
25.54958168478553,376020
25.035152396542912,376021
24.570201072030752,376022
24.2696780484801,376023
23.94327714020423,376024
23.66476158596328,376025
23.372807551062337,376026
23.358734159989655,376027
23.318809767623122,376028
23.459205222214123,376029
23.620394604385325,376030
23.42402396695215,376031
23.17995375547565,376032
22.833375861799137,376033
22.540012908589883,376034
22.468367134194683,376035
22.16965830991741,376036
21.589967119811405,376037
20.96604307298395,376038
29.354120903180586,376039
29.226836038339027,376040
29.291494604577597,376041
29.339830087261085,376042
29.29423973988816,376043
29.640599532081225,376044
29.587872430499647,376045
29.585681238898673,376046
29.450213387692425,376047
29.377754146719457,376048
29.52953011444737,376049
29.647560850297378,376050
29.2328142879905,376051
28.910473932202557,376052
28.933028608727867,376053
28.817922370780263,376054
28.581291609659885,376055
28.343160814027236,376056
27.968227434691187,376057
27.47773751519672,376058
27.24258189641273,376059
27.027271972447924,376060
26.85032012066189,376061
26.95777301385474,376062
26.58063335372766,376063
26.389913100677898,376064
26.336795216003164,376065
26.52052090319567,376066
26.405718695869943,376067
26.40582798684628,376068
26.393430421873347,376069
26.521755335632285,376070
26.717512103926683,376071
26.93501379583092,376072
27.266195666936216,376073
27.290445471435703,376074
27.112196357980906,376075
26.80218311990221,376076
26.741694989894842,376077
26.730321002331966,376078
26.78561272092103,376079
26.72227415194076,376080
26.625488176129718,376081
26.336191226262574,376082
26.07274697338229,376083
25.80357644803442,376084
25.337524034099815,376085
25.13661764579574,376086
24.534166618747903,376087
24.262843342688164,376088
24.009993466007632,376089
24.10842345082675,376090
23.823811637323658,376091
23.58359497543916,376092
23.327133923168173,376093
22.63531402595607,376094
22.18365685890777,376095
21.467081691962388,376096
20.820361333672228,376097
20.241789895639595,376098
19.35492619331673,376099
28.952276805665498,376100
28.880911082933263,376101
28.89929418619709,376102
28.933035429469072,376103
28.90261970573035,376104
29.075359878690662,376105
29.031748453128117,376106
28.869083037296846,376107
28.58803246976274,376108
28.582956532072657,376109
28.77358220558357,376110
29.093223243637517,376111
28.812658141117677,376112
28.57486290305552,376113
28.422636329556855,376114
28.286337875319887,376115
28.038016637475252,376116
27.932591927096823,376117
27.47385440574341,376118
27.05671603862201,376119
26.870428706308328,376120
26.78070832812762,376121
26.696402953820876,376122
26.757594642838228,376123
26.436152405352924,376124
26.28346018106167,376125
26.277518738542064,376126
26.298609365572023,376127
26.16495886720805,376128
26.084558018837445,376129
26.062512622173585,376130
26.20081763866222,376131
26.509687550704545,376132
26.72169730893821,376133
27.042298750570872,376134
27.094288515670083,376135
26.86344030365045,376136
26.571145805353858,376137
26.479930988634848,376138
26.616710458103974,376139
26.593919116680855,376140
26.56766629684208,376141
26.453544806456087,376142
26.126907222328363,376143
25.77334391745919,376144
25.511236788738124,376145
25.12250251909615,376146
24.68463907732351,376147
24.234987729925862,376148
24.008499987249962,376149
23.788697401263473,376150
23.73569568766277,376151
23.50209175248872,376152
23.187064945979564,376153
23.15562447064432,376154
22.507834618694663,376155
22.125956541456876,376156
21.29105689039024,376157
20.757048703142956,376158
20.2694189026829,376159
19.425985845880284,376160
28.050402825466794,376161
27.99589040109956,376162
28.03293795248394,376163
28.04094826648214,376164
28.0427572450936,376165
28.08097033430055,376166
27.997715528326495,376167
27.855398036349886,376168
27.56800712887837,376169
27.672604971530774,376170
27.75291945034767,376171
28.18446506012454,376172
27.917705273166025,376173
27.660644089139495,376174
27.559477606383837,376175
27.414957179949923,376176
27.159739455837954,376177
27.02220203021549,376178
26.650584798876785,376179
26.367778849679826,376180
26.105136224069796,376181
25.88472725198918,376182
25.825526562941857,376183
25.904017195285547,376184
25.59261687504218,376185
25.408304357955007,376186
25.211218660491486,376187
25.46044031713632,376188
25.358799352926454,376189
25.21473646155776,376190
25.246681487235293,376191
25.343855773581122,376192
25.727888888119953,376193
25.94621103025563,376194
26.345138273022457,376195
26.35656004853471,376196
26.032708017943698,376197
25.702214530818488,376198
25.74386677750376,376199
25.839721165527596,376200
25.70785027545973,376201
25.716541184485347,376202
25.581355329099416,376203
25.268260316058658,376204
24.92746417844042,376205
24.61852910124835,376206
24.242904995508344,376207
23.975301743088405,376208
23.62479667462894,376209
23.31076636090746,376210
23.290227476612607,376211
23.22211848693749,376212
23.156850251732347,376213
22.741514662479684,376214
22.560860517090923,376215
21.88719794169756,376216
21.524419210251548,376217
20.955967131688762,376218
20.50679385050661,376219
19.858081616534676,376220
19.064888705902707,376221
27.797690885534692,376222
27.750823766752795,376223
27.8107738908363,376224
27.83998546517965,376225
27.80034379446162,376226
27.773082496783342,376227
27.545925650947225,376228
27.37489772650022,376229
27.30947577632203,376230
27.383680600733815,376231
27.51398107106245,376232
27.78992526623786,376233
27.645948754729133,376234
27.493879000696314,376235
27.51617141508339,376236
27.344085321707755,376237
27.084928913621557,376238
26.730365906307412,376239
26.3514454486563,376240
26.114969976306128,376241
25.891273079509062,376242
25.64843323173226,376243
25.632825767651074,376244
25.5594583644635,376245
25.17465604412093,376246
25.074686818802594,376247
24.819833800287128,376248
24.856615422549556,376249
24.936973042114012,376250
24.828195331684455,376251
24.7588830091207,376252
24.811968477886392,376253
24.999702960242214,376254
25.311614327296063,376255
25.699920897668502,376256
25.62551255763435,376257
25.399367515738717,376258
25.18697656526219,376259
25.168940781863384,376260
25.34204824403498,376261
25.161059852651558,376262
25.070276431323155,376263
24.7774272743974,376264
24.375293931946473,376265
24.105251966661395,376266
23.788781901243745,376267
23.43113541294802,376268
23.11247544217042,376269
22.911570853053938,376270
22.594575974160364,376271
22.515466798261528,376272
22.69350847668073,376273
22.827783348470312,376274
22.43772408790692,376275
22.294901120348587,376276
21.705020435706007,376277
21.45539845608042,376278
21.06114361954837,376279
20.84703247079201,376280
20.209159279508118,376281
19.525202615112228,376282
27.831117072636445,376283
27.775499310204346,376284
27.766281590982004,376285
27.7993695608469,376286
27.725736952199654,376287
27.5475161472407,376288
27.350274229607304,376289
27.191682799102203,376290
27.234411635228085,376291
27.315464131230325,376292
27.396934836778897,376293
27.630550239370038,376294
27.395343577982377,376295
27.3110997582296,376296
27.28076592182237,376297
27.186448648566927,376298
26.928392993923,376299
26.752069091492398,376300
26.382306529356995,376301
25.96430975028009,376302
25.805621602866065,376303
25.509785171013608,376304
25.33380528996598,376305
25.221841313220597,376306
25.119862576846995,376307
25.03301363372169,376308
24.777337975315998,376309
24.725230595957953,376310
24.805287788692883,376311
24.749890211783516,376312
24.6542963206118,376313
24.7136079257032,376314
24.83496305399508,376315
25.018735240787063,376316
25.440028111178144,376317
25.37260534731178,376318
25.268876300826683,376319
25.13081593302443,376320
25.093208979850168,376321
25.221153550930413,376322
25.12044083876492,376323
24.903209130804854,376324
24.58938366035157,376325
24.15942422262006,376326
23.845508381953092,376327
23.46950221114664,376328
23.18260179006255,376329
22.93205841756384,376330
22.713529153999527,376331
22.709343101666796,376332
22.558627565067816,376333
22.81868418544638,376334
22.802204455627336,376335
22.69824285683907,376336
22.462868715635246,376337
22.04226791751669,376338
21.685217473252006,376339
21.508670108151232,376340
21.322374365370194,376341
20.84423238910164,376342
19.90182769223299,376343
23.83177744815119,376344
23.762481966893073,376345
23.670753422712714,376346
23.548292338794926,376347
23.32311368319312,376348
23.228847255655218,376349
23.193954525982715,376350
23.232497142096108,376351
23.215290822353136,376352
23.225448537471088,376353
23.347616968842143,376354
23.28119108346701,376355
22.743608279215973,376356
22.554626427125328,376357
22.547248391001485,376358
22.33773377277604,376359
22.234832850024233,376360
21.741809933727595,376361
21.607925570906392,376362
21.307234417978773,376363
21.169472721272633,376364
20.726010680116048,376365
20.638023032408825,376366
20.38650573707228,376367
20.002739028565355,376368
20.065574504979956,376369
20.046322646288207,376370
20.20848126744983,376371
20.253869381427844,376372
20.006676493339928,376373
20.063108542145887,376374
20.232873380018773,376375
20.32201047104067,376376
20.298939551959347,376377
20.45230220443893,376378
20.525342262583344,376379
20.33836776372217,376380
20.208486705657684,376381
20.133345175789422,376382
20.32860487507124,376383
20.1889801595057,376384
20.037831015463322,376385
19.991040755341057,376386
19.671692923658096,376387
19.43913552788751,376388
19.31963182132836,376389
19.118242927155393,376390
19.025560488567407,376391
18.97255335430484,376392
18.702460420845288,376393
18.71532810277915,376394
18.9990767460513,376395
18.841206351421302,376396
18.510605684131317,376397
18.091221482307247,376398
17.200572534260164,376399
16.641435117747243,376400
15.906152618885695,376401
15.237662628516144,376402
14.586302697952648,376403
13.85253430117019,376404
24.962284128315634,376405
24.99713320083317,376406
24.95574339056504,376407
24.81170930383966,376408
24.751494690690016,376409
24.51727109050619,376410
24.511489145164386,376411
24.52884352167476,376412
24.410828661323023,376413
24.405458509279327,376414
24.613419908641827,376415
24.58650505322804,376416
23.995291920544187,376417
23.76312349623989,376418
23.707186553342005,376419
23.602383089514394,376420
23.40716131881838,376421
23.21886850577476,376422
23.066789000700545,376423
22.55556962766317,376424
22.177975166762494,376425
22.078043534499436,376426
21.95064309238997,376427
21.804616491951627,376428
21.421401503954097,376429
21.255764738914564,376430
21.21222675534766,376431
21.52076574110806,376432
21.49529785702578,376433
21.338788550011937,376434
21.42789287250381,376435
21.6080314057969,376436
21.70705951499006,376437
21.710399685942384,376438
21.848654525892098,376439
21.861238580603647,376440
21.385378101389808,376441
21.315224611376536,376442
21.305186442389715,376443
21.375794670751823,376444
21.39517234364508,376445
21.247484987984908,376446
21.043137564691463,376447
20.823767897430685,376448
20.66761955235912,376449
20.476505917962132,376450
20.23948987082657,376451
20.087951341075375,376452
19.843335751561973,376453
19.666736392832235,376454
19.699489904052584,376455
19.97695540753069,376456
19.638476537036148,376457
19.265890227507263,376458
19.012515158924817,376459
18.010026519898144,376460
17.54333126953863,376461
16.48358780057248,376462
15.872087191771927,376463
15.559324234288656,376464
14.668902392248908,376465
27.340272077079764,376466
27.325798332447697,376467
27.292932607917635,376468
27.178687619699993,376469
27.125665232628453,376470
27.05670763276376,376471
27.074819699956475,376472
27.136997526762812,376473
27.044578550081262,376474
27.00056573894944,376475
27.075135858264,376476
27.02776627308249,376477
26.602797156626366,376478
26.389534727460067,376479
26.258461760888636,376480
26.145159014380766,376481
26.03396630759743,376482
25.941606087663533,376483
25.61313554118454,376484
25.297907826264748,376485
24.997343554139576,376486
24.598012033576868,376487
24.61724048492915,376488
24.455791804654172,376489
23.98748630498141,376490
23.875423404036184,376491
23.757777540642635,376492
23.98549821855784,376493
23.90605248133086,376494
23.826410375330973,376495
23.797824093534942,376496
23.983425249183885,376497
24.214056727935926,376498
24.295786744478953,376499
24.47965168987639,376500
24.4545746046624,376501
24.034719057614254,376502
23.76633791648383,376503
23.87232936489714,376504
23.927434057692263,376505
23.871804392028515,376506
23.853095902314163,376507
23.734014030202232,376508
23.451023066405124,376509
23.242281391379716,376510
23.084122054626143,376511
22.735824240583284,376512
22.58801209113193,376513
22.313766813301484,376514
22.153927988866798,376515
21.996521014036745,376516
21.9198267243781,376517
21.55774992692477,376518
21.12599034505231,376519
20.87889899738653,376520
20.13371464693088,376521
19.654148205049662,376522
18.76689170700854,376523
18.21542343925011,376524
17.7334980846268,376525
16.818472953925152,376526
27.21582370016655,376527
27.231716011874685,376528
27.197561775524473,376529
27.125277884164213,376530
27.12020817157723,376531
27.599949366616908,376532
27.55264769838259,376533
27.570077542395094,376534
27.452367373811335,376535
27.444931598680476,376536
27.538034403279323,376537
27.50750505726562,376538
26.941459202088904,376539
26.719965369196615,376540
26.651522417770796,376541
26.442773258440486,376542
26.3497461680638,376543
25.99378125623782,376544
25.823407594761544,376545
25.310233816304137,376546
25.01575388142388,376547
24.832712733657615,376548
24.858298236243623,376549
24.725730459921845,376550
24.276366303671168,376551
24.09898297858062,376552
24.098454397777473,376553
24.212855993067688,376554
24.182686430232522,376555
24.16880163612763,376556
24.094598568611044,376557
24.229723592021216,376558
24.481185116582743,376559
24.639550219285304,376560
24.923749032719975,376561
25.003760644567325,376562
24.357446868695934,376563
24.15851447728457,376564
24.198020537394317,376565
24.168296751489706,376566
24.08606084629943,376567
24.07144179685898,376568
23.992202587789443,376569
23.78150871055569,376570
23.502481907992063,376571
23.264300188741856,376572
23.01365873434185,376573
22.769790742983517,376574
22.207561191755886,376575
22.04140071407042,376576
21.99861394683726,376577
22.00812038257233,376578
22.01477703852536,376579
21.727402917631053,376580
21.499454841515924,376581
20.583762427857334,376582
19.96698485463133,376583
19.143615276980093,376584
18.821706350956116,376585
18.146317934379844,376586
17.37042948429668,376587
26.839008425832183,376588
26.87069413206233,376589
26.93257070326995,376590
26.95264177130152,376591
26.94181149225448,376592
27.15709761209074,376593
27.123772752636437,376594
27.150657637436918,376595
27.018257441140012,376596
27.03301953233316,376597
27.177445216281402,376598
27.246361839022594,376599
26.68838138738556,376600
26.427231092940374,376601
26.389623510292537,376602
26.253844427190803,376603
26.04270020087473,376604
25.635880676851457,376605
25.32925161553906,376606
24.80031058120794,376607
24.780391228676855,376608
24.475447700747136,376609
24.42444569605868,376610
24.277842064473354,376611
23.856937735137542,376612
23.57550855392974,376613
23.476314012457767,376614
23.627309845745945,376615
23.67494659165859,376616
23.762430495950937,376617
23.59564128746588,376618
23.69173567346935,376619
23.93855423300516,376620
24.103105148556352,376621
24.38051194653228,376622
24.336207242396956,376623
24.022897875644194,376624
23.806276546662485,376625
23.802663359955748,376626
23.759835391911487,376627
23.80900732157109,376628
23.736869495100834,376629
23.741756111751815,376630
23.44653173028952,376631
23.19158071527934,376632
22.95662428484836,376633
22.539491166756207,376634
22.28533103718122,376635
21.938066447691952,376636
21.831702195446546,376637
21.41217674293905,376638
21.719626003411566,376639
21.560128123814977,376640
21.271619256299715,376641
20.791925416579584,376642
20.130307766905645,376643
19.714012313524833,376644
18.965200401571266,376645
18.325034874461924,376646
17.76873751294617,376647
16.91932181224586,376648
26.78214144083551,376649
26.67368865936225,376650
26.615748848257727,376651
26.63042378657571,376652
26.6232364949355,376653
26.804319509397022,376654
26.759597243985656,376655
26.726080209415624,376656
26.50875841667178,376657
26.52703223319266,376658
26.78754931983611,376659
26.840993170340518,376660
26.4934819409822,376661
26.199256671184184,376662
26.15030890447016,376663
25.97789964294806,376664
25.863292060930853,376665
25.508570504260092,376666
25.08709271155694,376667
24.826910177933236,376668
24.585960656530315,376669
24.422855415170876,376670
24.479941513935785,376671
24.26270486747565,376672
23.826625510113136,376673
23.614227107823204,376674
23.50920641747333,376675
23.5201970034596,376676
23.432993955303182,376677
23.33403198335,376678
23.44177224371132,376679
23.54743985230096,376680
23.74464460472296,376681
23.868310628480113,376682
24.182240008966954,376683
24.222995426822372,376684
24.08876182055925,376685
23.794715544072513,376686
23.60634835080076,376687
23.672910497953836,376688
23.639983256514213,376689
23.651393137754457,376690
23.5805514826094,376691
23.28319174528954,376692
23.084579616379894,376693
22.84195360689167,376694
22.46242979553103,376695
22.14206301699146,376696
21.72077667168905,376697
21.552659191184176,376698
21.486372843823844,376699
21.540651190080847,376700
21.437131418081258,376701
21.21083642054786,376702
20.878190390402295,376703
20.056646628825646,376704
19.78862887320963,376705
19.04324093278775,376706
18.542527492435237,376707
18.045838092566882,376708
17.16261548827505,376709
27.121849409267007,376710
27.064308048943023,376711
27.11798784122679,376712
27.081370907609113,376713
27.038582436901013,376714
27.010082813747264,376715
26.934049933352224,376716
26.79343553159291,376717
26.582470346997383,376718
26.567438856639605,376719
26.730719313030807,376720
27.044712856113446,376721
26.760831086015415,376722
26.396310100500596,376723
26.451376375114116,376724
26.27085634088501,376725
26.159167646749587,376726
25.7106405793069,376727
25.439551134115348,376728
24.963578324433364,376729
24.929290531529293,376730
24.8670746440779,376731
24.871849442758997,376732
24.64926304127418,376733
24.20845020161439,376734
23.999601870348904,376735
23.77865771563535,376736
23.91600208134527,376737
23.867941180619052,376738
23.74000447548595,376739
23.614894516797413,376740
23.806102006409233,376741
24.05610153002999,376742
24.281077698622802,376743
24.572149115432484,376744
24.55096030575039,376745
24.388705416277062,376746
24.163394353880292,376747
24.03239297965548,376748
24.081454258204854,376749
24.022730032541503,376750
24.054676606023143,376751
23.967188954483003,376752
23.646291644361764,376753
23.296711617816275,376754
23.034622783234195,376755
22.694261882719914,376756
22.427465740311803,376757
22.03537340235124,376758
21.88424181423875,376759
21.678861951246255,376760
21.747570681507092,376761
21.756637867615517,376762
21.5108260142099,376763
21.160773096771567,376764
20.756650778762896,376765
20.197961984450902,376766
19.585744611208906,376767
19.044042687465073,376768
18.625782096586796,376769
17.637129414405848,376770
27.68964085007515,376771
27.584163576396573,376772
27.615852947789847,376773
27.58925891988865,376774
27.500836599925044,376775
27.628898270751723,376776
27.53550432899397,376777
27.306793548839952,376778
27.13627860394019,376779
27.156059910644842,376780
27.29285661172549,376781
27.595952955622696,376782
27.399075091297142,376783
27.110131269373827,376784
27.179044533597075,376785
27.062585371102614,376786
26.854056323196232,376787
26.559207709341976,376788
26.10688557131866,376789
25.68751491762565,376790
25.551561873980877,376791
25.258585681512287,376792
25.26627787205805,376793
25.242803489116266,376794
24.707148551687542,376795
24.350279855469374,376796
24.3350198634286,376797
24.323243029249596,376798
24.19482476924409,376799
24.098057507925,376800
23.954066915635863,376801
24.116536477777956,376802
24.37957054178235,376803
24.67509157099391,376804
25.077932940576773,376805
25.13725160043166,376806
24.689187483072786,376807
24.49087731400252,376808
24.34472484858508,376809
24.419479820609784,376810
24.32360423411759,376811
24.296562414465978,376812
24.11901824276406,376813
23.75436116193763,376814
23.607662259167878,376815
23.378852073577228,376816
22.934358292252846,376817
22.683580729492327,376818
22.386967388405377,376819
22.193863263878676,376820
22.131566707005174,376821
22.117546888017138,376822
21.94284158332589,376823
21.71975083355736,376824
21.512133411334332,376825
21.116059087159613,376826
20.671545063799606,376827
19.96576185506849,376828
19.42605182146085,376829
19.010331668904758,376830
18.2531380885253,376831
27.94245507753619,376832
27.930193812403555,376833
27.98000741264451,376834
27.97203924860699,376835
27.905217695402513,376836
27.81611303788683,376837
27.580693516548315,376838
27.41873279939237,376839
27.285464107944215,376840
27.31638146593354,376841
27.48664106256434,376842
27.74843566011994,376843
27.445509923301643,376844
27.366954441485927,376845
27.378551584289223,376846
27.21029385677276,376847
26.975771693433227,376848
26.70956439667862,376849
26.353950075306063,376850
25.873213223653217,376851
25.672281366875307,376852
25.51862880593595,376853
25.19341665051652,376854
25.212190751754836,376855
24.78376753162898,376856
24.30534920950237,376857
24.247041091976367,376858
24.270009064218968,376859
24.236777225025552,376860
24.09453768945834,376861
23.94534258184245,376862
23.96436040928449,376863
24.21700302076615,376864
24.539229195460468,376865
24.895824885454804,376866
24.95737732489323,376867
24.657300955317176,376868
24.329985426996977,376869
24.314052875839476,376870
24.369465830126472,376871
24.287209576872332,376872
24.097496425509597,376873
23.934702580089358,376874
23.550297427588358,376875
23.16852897336285,376876
22.979090238979197,376877
22.53143890063431,376878
22.272240789950658,376879
22.08318394702594,376880
21.856664911521527,376881
21.690664913412004,376882
22.011045278332666,376883
21.96901762975461,376884
21.712472730809917,376885
21.610760156241454,376886
21.03439100001072,376887
20.776985370483374,376888
20.20136210291774,376889
20.002329668543748,376890
19.507780548277086,376891
18.664745355841948,376892
27.799468706160425,376893
27.597614853059476,376894
27.625109942064938,376895
27.596629264913165,376896
27.51895654574355,376897
27.236230844389993,376898
27.197310389869454,376899
27.103458743544074,376900
26.98502052607009,376901
27.03559062204401,376902
27.169414458959388,376903
27.331109380533917,376904
27.121064880629568,376905
27.027964623649222,376906
27.027007346263282,376907
26.89172311311717,376908
26.61428809090134,376909
26.263508769867745,376910
25.964871433648348,376911
25.497597541130247,376912
25.402453009931655,376913
25.284514848527007,376914
25.03240451085907,376915
24.951631735486835,376916
24.518839603201627,376917
24.138089700438073,376918
24.06630640681782,376919
24.13809287796417,376920
24.08782061839581,376921
24.071846164085624,376922
23.817941413329162,376923
23.943198954750706,376924
24.15200026057119,376925
24.409079567764337,376926
24.860540397744746,376927
24.82931868373593,376928
24.566647228266245,376929
24.188509052347175,376930
24.11863458372665,376931
24.161033500323697,376932
24.061187560105346,376933
23.77700504826569,376934
23.477043109333636,376935
23.100711098997593,376936
22.631049225741823,376937
22.458180502796413,376938
22.152765627484015,376939
21.940816086526773,376940
21.544333886684015,376941
21.441529877904824,376942
21.27005690477639,376943
21.67217229823113,376944
21.78487602524353,376945
21.636663466478122,376946
21.466642618083107,376947
21.010260744935824,376948
20.8513123500994,376949
20.534467843052,376950
20.135815001866234,376951
19.59138396447799,376952
18.8913065967491,376953
27.62381827270316,376954
27.379338767639506,376955
27.445371438856935,376956
27.28181816031515,376957
27.158142055600777,376958
26.929644778735465,376959
27.04205368054908,376960
26.872351752657245,376961
26.84629710788597,376962
26.896789383549784,376963
27.020054290155095,376964
27.167768458201238,376965
26.987772652279634,376966
26.946279705030303,376967
26.88872651061657,376968
26.750369120347173,376969
26.56707601412959,376970
26.223020764121646,376971
25.822099426968425,376972
25.373614019099907,376973
25.12037548307177,376974
24.958234872172216,376975
24.61269652317923,376976
24.534418034608233,376977
24.141398705430774,376978
23.81268013260226,376979
23.735581851398592,376980
23.701784310561862,376981
23.541714331063798,376982
23.408621752635494,376983
23.271545324272076,376984
23.312536713380922,376985
23.472665274926342,376986
23.631016579959347,376987
23.91033956677026,376988
24.08967116005218,376989
23.929516284661776,376990
23.587505257951605,376991
23.387572641153493,376992
23.43149860378183,376993
23.25889472619473,376994
22.969306090934445,376995
22.647139362022482,376996
22.335617655967457,376997
22.0097272427601,376998
21.894542993076243,376999
21.662097439125148,377000
21.456258151972573,377001
21.161363027531237,377002
